"shapeid","x","y","OBJECTID","LSN","POI_NAME","POI_TYPE","POI_SOURCE","PHONE_NUM","GLOBALID","WEBSITE"
"241","-83.02813373734203","40.01569808214552","5698983","NULL","Buckeye Village Lot","Transportation - Parking Lot/Garage","NULL","NULL","{60AFEA35-73F7-41A4-953C-E985F6244512}","https://www.lazparking.com/local/columbus-oh/buckeye-village-lot"
"242","-82.99176875993447","39.96577051326169","5698984","115 N GRANT AVE","North Grant St Lot","Transportation - Parking Lot/Garage","NULL","NULL","{DACD252B-FDBE-4806-956A-FF0B9D7575B6}","https://columbusparking.spplus.com/Columbus-Downtown-Parking.html"
"243","-82.98995357000372","40.00054875185623","5698985","717 E 17TH AVE","Ohio Expo Center Lot","Transportation - Parking Lot/Garage","NULL","NULL","{6C0DEDD8-1EA3-4FB0-BDB8-2A42D332465F}","https://columbusparking.spplus.com/717-e-17th-avenue.html"
"244","-83.0022153121188","39.961587353488575","5698986","18 S FRONT ST","Huntington Plaza Garage","Transportation - Parking Lot/Garage","NULL","NULL","{A8D4DB36-FA14-4685-9225-F8C61E5F6557}","https://columbusparking.spplus.com/37-w-broad-st.html"
"245","-83.00827536209579","39.9720447778882","5712929","180 VINE ST UNIT PPS3","Lot 035C","Transportation - Parking Lot/Garage","NULL","NULL","{8729977C-E1B2-4062-A962-9A3436D03F7A}","https://www.parkplaceparking.com/parking-lot-details/29"
"246","-82.88321270867382","39.99796870122977","5712159","4600 INTERNATIONAL GATEWAY","Port Columbus International Airport","Transportation - Airport","NULL","NULL","{9918E26B-7E36-4136-B896-555ECDFFF504}","NULL"
"247","-82.90935091907232","40.060831764419795","5712626","4260 STELZER RD","COTA Easton Transit Center","Transportation - Bus","NULL","614-433-7885","{4280F79F-160D-40D1-AB1A-60CD08DDEA9D}","http://www.cota.com/park-and-ride.aspx"
"248","-83.13898774857952","39.92004892124572","5712642","5435 CROSSWIND DR","J.B. Hunt Transport","Transportation - Other","NULL","NULL","{A881FCE1-EC23-419D-B90F-9909F62C5DE7}","NULL"
"249","-82.99882093143631","39.965415910865815","5712668","86 E LONG ST","Long & 3rd Lot","Transportation - Parking Lot/Garage","NULL","NULL","{40820A2C-BBCC-44FC-9CE5-C598364F0393}","https://portal.park-ops.com/index.php?cPath=17"
"250","-82.99839972355927","39.96558105785376","5712673","142 N 3RD ST","SE Corner of Lafayette & 3rd Lot","Transportation - Parking Lot/Garage","NULL","NULL","{34606722-63C2-4205-BE79-F584B70C7326}","https://portal.park-ops.com/index.php?cPath=17"
"251","-82.98699434109898","39.962722837387005","5712702","460 OAK ST","Motorists Garage","Transportation - Parking Lot/Garage","NULL","NULL","{63CA2A3A-12D4-4F0D-ABF6-02DA2E7C2535}","NULL"
"252","-83.00490005027687","39.99435975223565","5712304","75 E 11TH AVE","Gateway Garage","Transportation - Parking Lot/Garage","NULL","NULL","{6CBCF60A-5B6B-4446-A33F-F1037208F635}","https://www.lazparking.com/local/columbus-oh/gateway-garage"
"253","-83.01710039914487","40.00289356942982","5711887","2050 TUTTLE PARK PL","SE Stadium Lot","Transportation - Parking Lot/Garage","NULL","NULL","{C0594736-AF27-4E98-957F-26EAF27F84BC}","https://www.lazparking.com/local/columbus-oh/se-stadium-lot"
"254","-82.99625278816113","39.961703554339636","5711898","33 S 4TH ST","4th & Capital","Transportation - Parking Lot/Garage","NULL","NULL","{FC2BC678-F592-4FEF-8550-877B2A4DDA85}","https://www.lazparking.com/local/venues/Columbus-Ohio-USA"
"255","-82.93722585970468","39.88952731834058","5711902","2062 E WILLIAMS RD","Horizon Freight Systems","Transportation - Other","NULL","NULL","{6928B9A2-CAE2-4C85-8306-BCBA3A9BDAAB}","NULL"
"256","-83.0024033247494","39.96597437271181","5712759","33 W SPRING ST","COTA Spring Street Terminal","Transportation - Bus","NULL","NULL","{ED5DE1E7-DEC3-4F3A-9D9D-B336B9DE40AF}","NULL"
"257","-83.07362232053023","39.96693261130847","5711925","2747 HARRISON RD","DAC Transport","Transportation - Other","NULL","NULL","{AB8DA7F4-8199-4EF3-A8A1-710275252FD8}","NULL"
"258","-82.99745270802863","39.960616316044884","5712796","74 S 3RD ST","3rd & State Lot","Transportation - Parking Lot/Garage","NULL","NULL","{CEE1E770-8F3D-4719-AB85-B2F7D9FB304E}","https://www.lazparking.com/local/venues/Columbus-Ohio-USA"
"259","-83.11514314975386","39.96809098538682","5712805","3950 PARKWEST DR UNIT B","Rush Truck Center","Transportation - Other","NULL","NULL","{DC323318-5125-4738-A315-FC650E8E1BF7}","NULL"
"260","-82.86101917269033","40.07987899251615","5713012","4792 E DUBLIN-GRANVILLE RD","Parking Garage","Transportation - Parking Lot/Garage","CBLD1625363","NULL","{F6BC1F4B-6039-497B-936E-EC13E269ED3F}","NULL"
"261","-82.9949452674717","39.95680277541145","5713019","166 E MAIN ST","S 4th St & E Main St Lot","Transportation - Parking Lot/Garage","NULL","NULL","{EC65AF89-7F03-4D0E-BC03-C2F03D1DF12A}","https://portal.park-ops.com/index.php?cPath=17"
"262","-83.01047115524557","39.961612023172336","5712814","362 W BROAD ST","Veterans Memorial Lot","Transportation - Parking Lot/Garage","NULL","NULL","{949C5C73-5FFD-44A7-A174-F1720D47126C}","https://www.lazparking.com/local/columbus-oh/veterans-memorial-lot"
"263","-82.99910131456193","39.96619999322717","5713024","79 E SPRING ST","SW Corner of Spring & 3rd Lot","Transportation - Parking Lot/Garage","NULL","NULL","{83F1450E-D8F7-4AB4-907E-C51F976719EA}","https://portal.park-ops.com/index.php?cPath=17"
"264","-83.14802435303635","39.97620784811099","5713026","5374 KADE JOSEPH DR","Garage","Transportation - Parking Lot/Garage","CBLD1626939","NULL","{72AF3FA1-E42A-4F19-B61B-0F7B1445DE2A}","NULL"
"265","-82.88548765854738","39.99930955950043","5713028","4600 INTERNATIONAL GATEWAY","John Glenn Intl Airport-Cmh","Transportation - Airport","NULL","6142394000","{54360EF4-11C6-45DC-9B03-798A07C54BE9}","NULL"
"266","-82.99620537171303","39.968750539629305","5712848","201 NAGHTEN ST","Lot 40","Transportation - Parking Lot/Garage","NULL","NULL","{73D43E8E-E3AD-4EC9-9E62-5DED182CE24D}","http://www.abm.com/parking-locator/"
"267","-83.00317958576166","39.96503878577698","5712859","141 N FRONT ST","City of Columbus Parking Garage","Transportation - Parking Lot/Garage","CBLD1511214","NULL","{F2040611-EC4B-4D0D-963B-FFF92889F7C6}","NULL"
"268","-83.01407146585007","39.961377524552674","5713061","30 N MAY AVE","Parking Garage","Transportation - Parking Lot/Garage","CBLD1706832","NULL","{6D956B35-30D1-4997-88A4-010B4C114C80}","NULL"
"269","-83.00584060813767","39.96723303754725","5712449","245 MARCONI BLVD","Marconi Garage","Transportation - Parking Lot/Garage","NULL","NULL","{1EC360B7-9A9B-4F5C-979D-5DDBAC486199}","https://columbusparking.spplus.com/245-marconi-blvd.html"
"270","-83.07650788568823","39.96724583294392","5712867","2804 HARRISON RD","Phantom Transport","Transportation - Other","NULL","NULL","{D56FF497-7D73-45CA-A9A1-C83CCA633B46}","NULL"
"271","-82.99655861298645","39.95749245465722","5712884","246 S 3RD ST","Hartman Lot (ABM)","Transportation - Parking Lot/Garage","NULL","NULL","{4E753C56-B16C-46E6-BD8A-F3670E4A074B}","NULL"
"272","-82.99742856229982","39.96694900264112","5712885","201 N 4TH ST","Lot 014","Transportation - Parking Lot/Garage","NULL","NULL","{91008088-6677-45FD-86CF-F67438B6BFD3}","https://www.parkplaceparking.com/parking-lot-details/15"
"273","-82.98927920933744","39.95841468976739","5713089","387 E RICH ST","Open Parking Garage","Transportation - Parking Lot/Garage","CBLD1712266","NULL","{39B5846B-BC57-4144-8BAD-742256B7F672}","NULL"
"274","-82.99505947216059","39.96164779999506","5712888","50 S YOUNG ST","Capital Plaza Garage","Transportation - Parking Lot/Garage","NULL","NULL","{A32431A3-49B1-476B-9A03-1120E5EC9589}","https://www.lazparking.com/local/columbus-oh/capital-plaza-garage"
